temp_min,temp_max,rain,wind_gust,wind_speed,humidity,pressure,clouds,CloudBurstToday,CloudBurstTomorrow
5.3,19.9,0,26,15,46,1034.1,0,0,0
4.3,18.6,0,28,11,49,1031.8,0,0,0
2.9,18.5,0,26,11,53,1031.6,0,0,0
5,20.3,0,22,9,52,1030.6,1,0,0
6.7,21.6,0,37,20,28,1026.1,7,0,0
3,13.4,0,33,17,55,1028.1,0,0,0
-0.2,15.2,0,41,15,51,NA,2,0,0
5.8,17.4,0,37,15,61,1029.1,1,0,0
7,20.1,0,37,22,56,1031.2,2,0,0
7.3,14.3,1.8,39,22,93,1015.5,8,1,0
7.4,16.6,0,31,11,83,1020.7,7,0,0
6.9,18.8,0,28,13,63,1024.4,1,0,0
5.5,18.5,0,30,19,68,1026.2,1,0,0
8.2,20.2,0,35,13,64,1027.7,1,0,0
8.9,21.8,0,NA,NA,67,1028.3,1,0,0
8.9,22.2,0,NA,NA,NA,NA,1,0,0
5.7,18.1,0,NA,NA,NA,NA,0,0,0
7.3,18.9,0.4,NA,NA,NA,NA,2,0,0
6.6,20.4,0.6,39,17,66,1023.7,2,0,0
6.9,19.5,0,35,15,50,1027.3,1,0,0
6.4,21.4,0,31,9,56,1028.4,0,0,0
7,21.9,0,28,7,46,1025.6,1,0,0
7.2,23.1,0,22,6,55,1021.7,0,0,0
9.8,15.6,1.4,50,30,77,1017.3,7,1,0
3.3,16.5,0,35,17,61,1021.6,0,0,0
4.3,17.5,0,24,9,46,1018.6,7,0,0
7.7,19.8,0,33,13,38,1021.1,1,0,0
7.2,20.1,0,44,15,49,1027.1,1,0,0
10.7,22.4,0,50,22,47,1026,1,0,0
8.5,23.9,0,43,22,48,1023.9,1,0,0
10.5,20.3,1.4,50,15,59,1016.5,1,1,0
7.4,23.6,0,NA,19,33,1020.6,0,0,0
8.7,21.9,0,33,13,39,NA,0,0,0
6.4,23.5,0,22,7,40,NA,0,0,0
7.6,26.2,0,31,13,29,1021.3,0,0,0
10.4,27.8,0,72,17,33,NA,5,0,0
11.3,20.9,0,39,22,55,NA,2,0,0
7.9,21.3,0,44,28,42,NA,5,0,0
5.5,19.3,0,31,17,39,NA,0,0,0
7.8,17.8,0,NA,17,NA,NA,7,0,0
5.5,21.5,0,33,19,30,1025.1,0,0,0
7.6,24.2,0,41,19,38,1027.2,1,0,0
9.9,23.6,0,37,19,37,1028.7,1,0,0
11.2,25.9,0,43,24,33,1026.4,1,0,0
12.6,21.5,13.6,46,30,92,1015.7,7,1,0
8.5,21.3,0,30,15,68,1020.1,1,0,0
8.1,24.3,0,28,9,46,1022.6,1,0,0
11.9,27.8,0,35,22,36,1021.6,0,0,0
14,31.9,0,35,11,22,1016.6,1,0,0
17.2,32.4,0,43,22,17,1015.5,6,0,0
11.3,20.1,0,44,19,31,1022.7,1,0,0
7,23.6,0,44,17,30,1024,0,0,0
9.9,26.8,0,30,9,37,1020.7,NA,0,0
11.1,30.8,0,30,13,22,1018.4,0,0,0
15,34.1,0,28,7,31,1017.7,NA,0,0
18.2,34.8,0,54,26,28,1014.9,1,0,0
17.3,25.3,0.4,43,22,50,1013,1,0,0
9.1,24.8,0,43,24,38,1020.5,0,0,0
10.4,28,0,30,9,37,1022.4,0,0,0
12.3,30.9,0,48,13,23,1016.1,1,0,0
16,33.5,0,35,9,34,1013.9,0,0,0
20.1,34.9,0,48,24,34,1013,1,0,0
17.7,24.1,0,54,30,44,1008.3,1,0,0
8,15.3,0,52,26,40,1016.1,1,0,0
5.7,21.6,0,52,19,53,1019.7,0,0,0
8,23.7,0,35,22,27,1021,0,0,0
8.3,25.2,0,31,13,30,1024.2,0,0,0
11.5,28.1,0,35,13,40,1026.3,0,0,0
15.3,32.6,0,30,9,22,1025.4,1,0,0
18.7,34.9,0,28,7,22,1023.6,7,0,0
17,35.2,0,43,13,46,1024.3,2,0,0
17.8,35.2,0,54,15,40,1021.3,2,0,0
19.7,36,0,31,17,27,1018.1,6,0,0
21.3,38.5,0,57,28,17,1014.6,8,0,0
21,39.9,0,48,26,12,1016,1,0,0
20.2,38.3,0,52,22,16,1012.5,0,0,0
22.6,32,0,67,28,16,1010.4,7,0,0
11.1,26.6,0,37,20,29,1018,5,0,0
13.7,29.9,0,30,15,34,1018.8,0,0,0
16.5,34.4,0,35,9,21,1016,7,0,0
20.7,36.7,0,57,22,12,1011.5,7,0,0
20.1,30.9,0,54,28,52,1005,7,0,0
10.6,23.7,0,37,13,27,1021.9,1,0,0
10.8,28.6,0,35,13,26,1023.2,0,0,0
14.2,32.2,0,30,17,22,1018.5,7,0,0
17.4,32.4,0,43,20,20,1014.7,6,0,0
13.1,29.8,0,31,17,20,1015.7,1,0,0
16.6,33.2,0,44,9,12,1017.5,8,0,0
18.5,36.3,0,39,11,20,1017.9,NA,0,0
20.4,38.5,0,43,20,28,1016.6,4,0,0
18.2,32.5,0,41,19,20,1017.6,0,0,0
16.4,33,0,33,22,21,1016.9,1,0,0
18.7,35.1,0,30,11,37,1014.8,5,0,0
19.8,38.3,0,28,15,9,1013.5,1,0,0
25,43.4,0,50,19,21,1010.4,NA,0,0
17,24.3,2.8,46,26,62,1011.1,6,1,0
11.1,28,0,33,13,38,1016.7,0,0,0
14.4,29.9,0,31,15,27,1018.4,5,0,0
17,33.9,0,28,13,17,1018.1,1,0,0
19.6,37.9,0,41,13,15,1012.1,7,0,0
20.3,35.3,0,43,20,33,1010.6,1,0,0
21.7,40.3,0,35,17,19,1011.6,NA,0,0
27.4,45.2,0,59,13,11,1010,4,0,0
27.8,35.3,0,48,24,28,1010.8,7,0,0
16.8,28.6,0,46,11,54,1017.9,7,0,0
13.7,30.9,0,37,20,23,1018.5,1,0,0
15.9,32.2,0,39,17,26,1018.6,0,0,0
19.1,34.1,0,67,11,44,1017.1,NA,0,0
23.8,36.6,0,46,11,41,1013.5,4,0,0
19.4,34.5,0.4,44,15,45,1011,6,0,0
20.1,35.3,0.2,39,19,54,1008.9,7,0,0
19.8,32.1,5.8,44,20,74,1011.1,7,1,0
18.1,30.9,17.2,56,19,64,1003.8,1,1,0
16.7,32.6,0,35,17,50,1004.2,5,0,0
18.2,34.8,0,39,17,28,1007.7,1,0,0
21.6,38.9,0,35,19,21,1011,1,0,0
24.3,41.1,0,50,15,38,1008.6,1,0,0
24.4,30,0,50,17,35,1008.5,4,0,0
18,30,0.4,48,28,41,1013.7,1,0,0
16.7,30.5,0,52,19,37,1013.6,1,0,0
18.9,34.1,0,33,15,37,1010.7,1,0,0
21.3,39.1,0,37,17,19,1007.8,0,0,0
28.5,38.4,0,72,19,13,1001.3,6,0,0
19.4,33.7,0,43,15,25,1006.3,1,0,0
19,33.8,0,46,19,20,1007.7,7,0,0
18.5,30.5,0,41,20,29,1014.3,0,0,0
15.5,32.6,0,33,13,19,1016.3,0,0,0
19.7,37.1,0,28,7,30,1013.4,1,0,0
26.6,38.1,0,67,20,35,1010.4,7,0,0
21,36.4,0.4,56,20,74,1009.7,6,0,0
20,37,0.2,48,13,59,1010.7,1,0,0
16.2,27.8,5.6,43,17,48,1013.2,1,1,0
18,30.7,0,30,15,26,1015.8,7,0,0
19.4,30.4,0.6,30,13,58,1014.9,7,0,0
19.8,36.8,0,57,26,52,1008.8,1,0,0
19.2,31.3,0,39,17,26,1012,0,0,0
17.3,34.2,0,28,13,29,1013.3,0,0,0
19.8,38.4,0,26,9,35,1011.3,1,0,0
24,39.7,0,61,15,25,1012.3,1,0,0
21.6,36.9,0,39,20,44,1016,0,0,0
26.3,37.1,0,56,15,41,1013.5,7,0,0
20.9,28.1,1,39,22,76,1014.2,7,0,0
21.1,35.6,0,30,15,59,1016.3,6,0,0
23.6,36.3,0,52,19,40,1015.5,1,0,0
24,38.1,0.2,39,24,26,1012.1,1,0,0
23.4,37.5,0,54,17,27,1007.1,7,0,0
20.4,24.7,15.2,33,20,92,1008.7,8,1,0
19.3,22.4,2.4,46,19,75,1005.2,7,1,0
15.9,28.1,0,37,17,72,1008.4,0,0,0
15,30.4,0,35,15,43,1011,0,0,0
18.7,32.5,0,39,22,32,1010.8,0,0,0
17.2,32,0,39,20,32,1012.8,1,0,0
16.5,31.6,0,30,15,33,1010.6,6,0,0
19.2,33.1,0,39,15,57,1006.1,1,0,0
23.3,31.9,0,43,30,54,1004.7,7,0,0
22,33.6,0,37,17,61,1009.5,1,0,0
23.3,35.6,0,39,7,43,1007.3,3,0,0
20.3,32.7,1.8,39,15,42,1006.3,NA,1,0
17.1,30.2,0,41,24,23,1010.7,1,0,0
16,31.7,0,43,22,36,1008.5,1,0,0
18,30.9,0,59,20,63,1008.6,1,0,0
16.6,30.5,0.6,31,20,53,1012,1,0,0
17,30.5,0,41,17,31,1009.7,1,0,0
14,29.8,0,43,26,28,1009.4,0,0,0
15.9,30.9,0,37,20,32,1008.7,1,0,0
18.8,31.3,8.2,35,13,56,1016.8,1,1,0
18.3,33.5,0,31,7,22,1012.9,1,0,0
20.5,34,0,46,20,40,1016.4,1,0,0
21,33.6,0,43,17,47,1022.6,1,0,0
20.5,35.1,0,33,13,40,1021.3,0,0,0
22.6,39.5,0,33,11,27,1018.9,0,0,0
24.3,40.3,0,35,11,24,1017.1,0,0,0
25.5,37.8,0,56,19,29,1017.3,0,0,0
26.1,36.1,0,35,9,42,1018.6,5,0,0
23.1,35.1,0,44,17,54,1018.8,5,0,0
20.9,35.6,0,37,13,56,1018.7,1,0,0
22.3,36.6,0,57,11,48,1019.1,7,0,0
20.6,39.3,0.2,37,13,47,1014.6,0,0,0
24,39.3,0,57,20,38,1012.5,3,0,0
20.7,31.5,6.2,31,9,65,1014.8,7,1,0
21.9,32.3,0,67,6,47,1015.5,6,0,0
21.3,34.5,1.8,30,7,66,1011.8,1,1,0
22.5,36.2,0,31,7,56,1012,1,0,0
24.5,37.9,0,61,15,52,1012,1,0,0
24.6,37.9,0,48,9,47,1011.2,0,0,0
22.6,36.2,0,41,19,54,1010.9,1,0,0
18.3,34,0,37,20,61,1007.5,7,0,0
18.7,35.1,0,NA,13,38,1008.3,0,0,0
23.4,37.4,0,26,9,40,1006.7,3,0,0
24.2,34.9,0,43,22,44,1006.4,1,0,0
17.2,37.2,0,31,7,46,1011.9,1,0,0
22.4,37.9,0,39,22,47,1011.8,0,0,0
21,35.1,0,50,15,19,1013.6,1,0,0
17.9,26.5,0,54,22,48,1014.5,1,0,0
11.5,27,0,39,24,22,1013.6,1,0,0
13.8,30.2,0,30,9,39,1011.7,1,0,0
18.5,33.2,0,50,15,41,1011.8,1,0,0
18.2,34.5,0,33,13,29,1012,0,0,0
20.2,36,0,31,9,26,1013.9,2,0,0
21.9,35.2,0,35,9,56,1014.1,0,0,0
19.1,34.4,0,41,9,56,1014.7,1,0,0
16.8,30.7,0,39,15,31,1016.3,1,0,0
17.6,32.3,0,31,9,55,1016.4,0,0,0
16.6,31.9,0,43,24,22,1010.5,1,0,0
17.3,31.9,0,39,13,51,1013.3,1,0,0
19.9,29.1,0,37,15,34,1010.9,7,0,0
21.4,33.9,0,46,28,33,1005.9,1,0,0
19,37.9,0,33,9,40,1011.4,0,0,0
23.3,30.7,0,46,24,38,1014.1,2,0,0
14.1,31.8,0,46,13,35,1018.5,1,0,0
16.9,32.9,0,39,11,56,1017.6,1,0,0
21.3,35.5,0,35,9,51,1014,2,0,0
20.8,28.2,0,43,26,39,1012.3,5,0,0
10,24.2,0,41,13,43,1017.8,1,0,0
10.5,23.4,0,43,20,33,1020.8,1,0,0
8.8,23.4,0,33,20,40,1024.9,0,0,0
10.9,26.4,0,30,11,40,1023.7,1,0,0
12.8,29.2,0,24,9,24,1021.7,7,0,0
15.2,30.9,0,30,11,41,1022.5,6,0,0
16.1,29.8,0,31,2,35,1022.3,0,0,0
17,30.9,0,30,11,57,1020.7,1,0,0
20.6,30.2,0,33,17,48,1018.1,6,0,0
18.8,26.5,0.8,41,11,49,1018.6,7,0,0
15.5,26.7,4.4,39,24,93,1007.3,7,1,0
10.2,16.7,0,44,22,66,1012.7,6,0,0
10.3,21,0.2,43,20,60,1021.7,1,0,0
8.5,23.8,0,39,17,57,1023.5,0,0,0
10.5,24.4,0,24,7,53,1022.1,6,0,0
12.9,26.9,0,24,9,52,1020.6,1,0,0
13.7,26.5,0,20,9,43,1019.2,7,0,0
14,27.8,0,24,7,43,1020.4,7,0,0
19.1,31.9,0,30,11,38,1019.2,1,0,0
20.5,29.6,0,30,11,37,1020.9,7,0,0
17.4,33.8,0,41,9,48,1023.4,3,0,0
19.7,32.6,0.6,43,28,51,1021.5,8,0,0
12,17.4,2.6,43,24,85,1022.9,8,1,0
8.8,18.4,8.8,37,20,67,1024.7,6,1,0
8.2,21.8,0,37,17,54,1020.4,6,0,0
10.1,23.6,0,26,15,57,1015.1,1,0,0
12.7,23.6,0,35,22,64,1010.5,5,0,0
11.2,19.6,0,59,24,60,1009.2,1,0,0
7.3,17.9,1,41,28,89,1017.9,7,0,0
6.5,17.5,0,31,15,57,1023.4,1,0,0
6.3,18.3,0,28,15,55,1025.9,5,0,0
5.5,22.1,0,33,15,60,1025.8,0,0,0
13,19,0,35,15,69,1024.9,7,0,0
12.6,23.3,0,39,19,72,1023.6,1,0,0
10.5,26,0,28,17,60,1018.8,2,0,0
11.6,24.8,0,37,17,55,1017.8,1,0,0
10.1,25.5,0,28,13,43,1017,0,0,0
11.2,27,0,54,26,38,1011.2,1,0,0
7.4,18.3,0,31,17,46,1020.3,0,0,0
6.8,18.3,0,39,20,57,1023.8,7,0,0
5.2,17.8,0,28,17,61,1024.4,0,0,0
4,18.8,0,28,13,55,1022.4,1,0,0
7.4,20.5,0,48,24,43,1018,1,0,0
10.2,19.5,0,33,19,69,1019.4,7,0,0
11.2,21,0,37,17,59,1020.3,7,0,0
9.4,13.7,0,52,30,54,1023.2,5,0,0
3,16.2,0,39,20,63,1032.3,0,0,0
4.7,19.5,0,52,11,65,1032.7,0,0,0
8.2,22,0,30,13,54,1033,1,0,0
9,23.1,0,33,7,63,1032.3,2,0,0
12.9,20.2,7.6,46,11,73,1016.7,1,1,0
8.1,13.6,25.6,31,17,89,1024,8,1,0
5.3,18.4,0,24,9,71,1029.7,1,0,0
6.2,18.6,0,28,11,63,1030.2,4,0,0
8.4,21.2,0,24,6,54,1030.9,3,0,0
11.3,19.4,0,20,9,69,1028.7,7,0,0
14.5,18,6.8,17,6,96,1023.9,8,1,0
7.7,12.1,3.2,37,17,76,1022.2,2,1,0
0.9,11.7,0,50,13,67,1027.8,5,0,0
0.8,11.9,0,20,9,80,1024.1,7,0,0
1.8,14.4,0,26,13,75,1023.5,1,0,0
6.7,13.4,0,31,13,84,1022.1,1,0,0
7.5,16.2,0,20,6,67,1029.8,2,0,0
4.9,19,0,26,13,72,1029.8,5,0,0
8.6,21.4,0,30,13,69,1026.1,6,0,0
7.5,18.8,0,22,13,62,1025.2,1,0,0
7.2,14.8,0,30,13,71,1030.5,1,0,0
5.4,20.6,0,31,13,74,1031.9,1,0,0
9.5,18.8,0,26,9,72,1032.2,6,0,0
9.8,20.3,0,31,11,74,1028.9,6,0,0
11.6,21.4,0,31,19,57,1025.8,6,0,0
8.4,11.5,1.8,26,11,92,1020.3,7,1,0
4.4,13.1,0,20,9,94,1025.4,5,0,0
2.5,14.8,0.2,28,11,72,1027.9,0,0,0
4.4,16.4,0,33,13,66,1027.5,1,0,0
10.2,13.2,5,35,17,92,1026.7,7,1,0
3.9,17.5,0.2,26,0,84,1032.9,1,0,0
5.5,17.4,0,19,9,89,1033.5,NA,0,0
3.5,10,0.2,19,9,99,1033.5,8,0,0
2.2,16.3,0.4,19,6,88,1031.8,1,0,0
6.1,16.3,0,20,13,78,1028.3,6,0,0
3.9,12.5,0,20,9,79,1029.7,1,0,0
2.2,13.7,0,35,19,86,1027.5,2,0,0
1.6,14.1,0,20,7,78,1028.3,NA,0,0
1.5,12.6,0,19,11,73,1025.4,6,0,0
1.8,15,0,17,9,63,1023.1,0,0,0
1.9,14.9,0,30,17,63,1020.1,0,0,0
5.3,17.2,0,20,13,58,1022.1,2,0,0
4.8,16.8,0,26,11,71,1026.2,3,0,0
8.4,18.2,1.6,35,13,95,1020.8,6,1,0
4.5,11.2,4.8,61,24,97,1017.8,8,1,0
6.4,12.1,0.4,35,19,84,1019.1,5,0,0
3.9,9.7,2.8,43,24,91,1022,8,1,0
3.5,13.1,0,30,13,82,1028.4,1,0,0
2.2,15,0,24,7,77,1031.5,0,0,0
3.4,16.4,0,24,13,81,1031.8,1,0,0
6.7,17.4,0,37,19,79,1029.7,3,0,0
6.7,15.9,7.4,22,13,97,1025.2,7,1,0
8.2,16.1,0.2,31,19,95,1019.2,7,0,0
5.5,16.5,0.2,31,19,66,1022.5,1,0,0
8.6,15.7,0,37,24,66,1022.4,7,0,0
2.2,11.5,0,35,19,76,1031.8,1,0,0
0.4,13.2,0,28,11,67,1036.6,0,0,0
1.9,15.5,0,20,7,75,1033.8,6,0,0
2.9,16.5,0,30,15,69,1027,1,0,0
7.3,19.2,0,19,9,47,1023.1,1,0,0
8.2,23.3,0,33,17,48,1019.9,5,0,0
10.5,22.5,0,39,22,31,1015.1,1,0,0
3.2,14.8,0,41,19,75,1023.4,1,0,0
6.2,12,0,30,13,84,1025.6,7,0,0
5.3,13.8,0,43,22,59,1021.4,7,0,0
5.4,13.1,0,28,15,83,1022.8,6,0,0
3.4,14.7,0.4,26,11,73,1027,1,0,0
4.4,15,0,26,9,57,1025.9,2,0,0
2.6,16,0,26,13,69,1022.8,6,0,0
5,21.6,0,43,26,51,1018.2,0,0,0
4,18.6,0,33,13,46,1016.5,1,0,0
5.3,11.9,0,50,24,56,1010.3,2,0,0
2.8,15.2,0.2,31,15,79,1023.3,0,0,0
4.8,17,0,26,11,63,1028.8,7,0,0
9.3,17.3,0,30,15,57,1030.8,6,0,0
5.8,17.5,0,28,15,71,1027.9,1,0,0
5.2,19.7,0,33,17,55,1022.6,6,0,0
4,16.8,0,31,11,69,1022.9,0,0,0
3.2,18.4,0,20,9,52,1026,1,0,0
5.6,21.1,0,31,15,48,1026.6,1,0,0
10.1,25.6,0,43,26,45,1022,3,0,0
12.9,21.1,11,48,26,90,1012,7,1,0
9.3,12.7,1,33,20,90,1020.5,7,0,0
8.2,16.1,0.4,20,11,94,1024.2,7,0,0
4.3,17.3,1.4,30,17,66,1026,0,1,0
5.8,15.4,0,31,15,61,1026,7,0,0
2.2,15.6,0,30,13,60,1023.8,6,0,0
2.5,16.3,0,30,17,71,1021.1,0,0,0
4.7,19,0,22,9,55,1019,0,0,0
6.6,19.4,1.4,26,13,93,1023.5,7,1,0
3.8,17.6,0,33,13,60,1024.3,1,0,0
4.9,19.1,0,26,13,54,1022.3,6,0,0
6.9,18.2,0,44,20,54,1021.8,1,0,0
2.4,17.6,0,39,22,51,1025.1,1,0,0
6.5,19.1,0.2,33,22,83,1027.3,1,0,0
6,19.1,0,28,13,58,1030.9,0,0,0
6.4,24.2,0,50,9,47,1029.9,NA,0,0
11.3,26.5,0,28,9,36,1027.7,NA,0,0
12.7,28,0,30,11,36,1026.5,0,0,0
13.9,28.6,0,41,13,31,1023.1,1,0,0
14.3,24.5,0,30,15,53,1017.7,0,0,0
7.2,22.8,0,30,9,42,1019.6,1,0,0
8.1,20.9,0,39,19,42,1020.2,1,0,0
5.4,21.8,0,26,11,44,1026,NA,0,0
9.2,23,0,35,4,43,1023.9,1,0,0
9.3,24.2,0,24,9,52,1021.2,1,0,0
12.2,27.8,0,39,19,35,1019.3,3,0,0
7.1,18.1,0,50,26,46,1024.3,1,0,0
4.8,16.4,0,39,28,45,1028.8,0,0,0
2.7,19.2,0,35,22,35,1028,0,0,0
5.7,22,0,39,17,35,1028.4,NA,0,0
8.7,22.6,0,35,17,44,1027.4,NA,0,0
8.2,23.3,0,28,9,40,1024,0,0,0
9.7,25,0,26,15,27,1021,0,0,0
12.3,28.9,0,35,15,23,1019.6,0,0,0
10.7,29,0,39,15,13,1019.5,1,0,0
11.1,27.6,0,37,22,23,1026,0,0,0
9.4,29.9,0,39,11,25,1032.1,NA,0,0
14,34.6,0,30,9,13,1030.9,NA,0,0
17.8,35.7,0,33,13,14,1027.2,1,0,0
19.5,36.4,0,37,19,12,1025.3,4,0,0
20.8,36.8,0,48,24,13,1022,0,0,0
18.4,34.1,0,35,15,39,1026,1,0,0
15.6,32,0,43,19,48,1030.3,1,0,0
17,33.7,1.2,57,20,36,1016.7,1,1,0
12.4,28.1,0,31,11,47,1019.5,1,0,0
12.8,33,0,31,15,38,1021.1,0,0,0
18.9,33.2,0,43,19,41,1022.6,0,0,0
19,34.7,0,35,11,28,1021.8,NA,0,0
19.6,36.8,0,44,13,21,1021.9,1,0,0
21.7,33.3,0,31,9,40,1023.2,7,0,0
21.2,32.7,0,39,13,45,1022.5,7,0,0
20.3,35.8,0,44,15,26,1018.7,4,0,0
14.7,23.2,4.4,41,28,81,1014.9,7,1,0
11.7,27.9,0,33,11,56,1019.2,1,0,0
14.6,31.7,0,31,13,43,1020.3,NA,0,0
17.3,34.2,0,35,13,27,1018.7,7,0,0
21.6,36.1,0,44,30,39,1016,7,0,0
14.8,31,0,46,9,46,1018.5,0,0,0
13.9,30.7,0,39,11,55,1019.3,1,0,0
17.6,31.8,0,31,9,63,1018.4,1,0,0
16.5,32.1,7.6,33,20,73,1011,1,1,0
17.3,29,19.4,41,26,85,1008,7,1,0
17.4,26.7,0.2,33,17,60,1010.8,3,0,0
15.3,29.1,0,50,20,61,1015.7,NA,0,0
12.9,29.1,0,39,24,41,1017.2,2,0,0
16.1,30.3,0,31,15,57,1017.8,1,0,0
18.3,33.9,0,28,9,35,1014.1,6,0,0
20.4,33.8,0,33,15,37,1014.8,7,0,0
16.5,26.2,3.4,41,20,34,1012.3,1,1,0
13.3,28.4,0,48,15,52,1013.6,NA,0,0
15.1,28.4,0,41,13,49,1016.3,0,0,0
17.2,32.5,0,28,9,35,1016.4,0,0,0
18.2,37.7,0,43,19,26,1016.2,1,0,0
23,40.4,0,39,15,15,1015.9,0,0,0
24.4,41.9,0,57,26,12,1014,NA,0,0
17.7,28.8,0,48,19,39,1017.8,NA,0,0
13.7,30,0,31,13,28,1016.4,0,0,0
14.8,29.2,0,44,24,25,1015.5,0,0,0
14.4,31.7,0,43,11,23,1016.6,0,0,0
17.4,37.9,0,50,24,NA,1012.1,0,0,0
23.2,28.2,0,54,20,22,1006.7,4,0,0
12,26.6,0,31,15,17,1016.6,NA,0,0
13.5,29.6,0,31,11,17,1015.8,1,0,0
16.4,32.8,0,39,24,29,1013.6,NA,0,0
17.8,36.3,0,30,13,NA,1011.3,NA,0,0
22.6,37.1,0,57,33,11,1008,7,0,0
14.5,26,0,57,20,30,1018.5,1,0,0
11.3,30.7,0,41,20,17,1022.1,1,0,0
17.6,33.3,0,39,13,42,1021,NA,0,0
21.2,35.8,0,31,13,30,1018.7,1,0,0
22.1,38.3,0,37,20,15,1016.1,3,0,0
25.2,40,0,46,24,17,1013.9,7,0,0
19.4,36,5.6,43,15,57,1015.6,1,1,0
20.9,38.1,0,67,39,27,1014,1,0,0
20.6,32.4,0,57,31,21,1010.5,1,0,0
16.3,29.4,0,35,13,28,1015.5,1,0,0
14.6,33.8,0,33,19,10,1015.8,2,0,0
18.9,37,0,30,19,5,1013.9,7,0,0
25.4,35.4,0,37,15,8,1011.1,7,0,0
20.5,38,0,56,13,34,1011.6,3,0,0
18.2,35.7,0,43,17,49,1013.1,0,0,0
23.1,36.8,0,46,13,31,1014,NA,0,0
24.3,39.1,0,41,17,21,1013.1,NA,0,0
18,29.1,3.8,37,17,75,1013.9,7,1,0
17.4,32.3,0,52,19,56,1013.4,1,0,0
19.8,35.3,0,46,24,53,1011.1,1,0,0
23.8,29.2,0,46,28,59,1005.5,7,0,0
14.8,27.6,0.4,43,22,38,1016.9,NA,0,0
14.5,30.6,0,43,15,41,1019.3,0,0,0
16.6,31.7,0,41,24,38,1019.6,0,0,0
20.2,35.5,0,35,15,19,1015.8,7,0,0
21.9,35.8,0,35,19,25,1014.3,7,0,0
24.5,36.4,0,31,15,23,1011.7,NA,0,0
26.5,33,0,61,17,27,1008.9,7,0,0
22.3,29.8,0,46,28,51,1009,6,0,0
16.3,28.2,0,37,13,59,1012.7,1,0,0
19,30.7,0,46,20,62,1011.2,2,0,0
17.1,31.4,0,39,22,62,1011.5,1,0,0
18.9,32.4,0,43,20,47,1014.4,0,0,0
18.8,34.9,0,30,17,21,1017.9,NA,0,0
20.6,38.4,0,33,7,20,1017,1,0,0
21.1,40.6,0,33,13,20,1014.7,0,0,0
24.4,42.3,0,39,15,22,1010.8,7,0,0
26.9,42.5,0,54,20,19,1011.7,7,0,0
18.8,31.5,2.8,43,17,50,1020.4,1,1,0
19.3,34.5,0,33,9,38,1016.8,7,0,0
21.6,37.5,0,44,13,29,1015.4,1,0,0
22.5,36.7,8,33,15,67,1010.6,7,1,0
20.4,33.7,2.2,35,17,69,1010.2,1,1,0
21.4,34.2,0,37,20,47,1010.2,1,0,0
20.4,36.5,0,35,20,30,1010.2,5,0,0
23.9,37.2,0,43,17,57,1010.8,5,0,0
19.6,36.7,7.4,37,9,76,1006.3,5,1,0
20,29.8,0,41,17,50,1002.6,1,0,0
16.8,31.1,0,57,26,44,1001.4,1,0,0
12.9,29.2,0,41,17,48,1006.1,1,0,0
17.7,33.5,0,52,20,38,1004.9,1,0,0
18.2,32.8,0,31,13,40,1005.1,7,0,0
23.5,32.6,1,54,28,59,1001.9,1,0,0
19.9,32.6,0,50,17,58,1008.4,7,0,0
19.6,32.4,0,54,20,44,1011.8,1,0,0
19.2,32.5,0,46,9,52,1012.9,NA,0,0
21.4,34.7,0.6,35,15,53,1014.7,1,0,0
20.5,35.5,0,41,22,42,1016.6,0,0,0
21.7,35.5,0,46,19,32,1016.8,0,0,0
21.3,37,0,35,9,38,1013.7,0,0,0
23.5,38,0,44,9,25,1011.5,7,0,0
19.8,38.2,0.2,30,9,32,1012.5,1,0,0
23.8,39.5,0,37,13,31,1011.3,NA,0,0
23.3,41.5,0,56,17,22,1009.5,0,0,0
21.3,35.4,0,44,20,29,1011.1,6,0,0
18.8,30.4,0,43,20,34,1012.5,0,0,0
15.2,29.5,0,41,22,33,1012.5,0,0,0
14.6,33,0,35,19,43,1009.7,0,0,0
20.3,35.7,0,43,15,25,1010.8,NA,0,0
21.8,37.1,0,44,15,24,1015.4,1,0,0
23.1,38.1,0,46,15,52,1019.7,NA,0,0
25.2,38.2,0,35,13,40,1021.1,2,0,0
23.8,39.4,0,33,20,25,1016.9,1,0,0
24.3,39.5,0,46,15,21,1013.3,0,0,0
23.7,41.5,0,37,15,24,1012,1,0,0
27.5,36.7,0,35,15,35,1014.3,1,0,0
20.8,35.6,0,31,13,26,1015.6,1,0,0
20.6,36.2,0,28,17,53,1015.5,0,0,0
22.6,36.8,0,37,7,38,1016.2,0,0,0
22.4,37.1,0,41,13,39,1016.4,0,0,0
24.5,38,0,31,13,36,1017.6,5,0,0
24.8,39.4,0,50,15,27,1018.3,2,0,0
22.7,38,2.4,24,11,42,1017.6,NA,1,0
24.3,38.3,0,31,17,30,1017.7,NA,0,0
22.6,37.4,0,35,17,33,1017.9,1,0,0
23,37.6,0,33,13,32,1018.1,0,0,0
23.7,36.5,0,39,17,42,1017.9,6,0,0
24.4,36.4,0,43,20,40,1017.5,7,0,0
22.1,37,4.8,26,15,54,1017.2,2,1,0
23.4,30.4,NA,28,17,67,1015.2,8,NA,0
18.7,29.9,35,33,6,70,1012.1,2,1,0
11.1,21.5,1.4,35,22,68,1014.1,2,1,0
10.2,24.3,0,37,15,60,1015.2,1,0,0
12.4,27.1,0,43,15,65,1014.1,1,0,0
15.4,27.7,0,33,13,58,1015.7,0,0,0
